word freq sentiment
invention 62 1
moriarty 61 1
nigel 49 1
sherlock 84 1
wits 49 1
feat 79 1
guaranteed 79 1
detracts 27 1
unorthodox 28 1
crosses 43 1
murray 111 1
assured 75 1
flows 68 1
info 62 1
june 112 1
spoke 76 1
stumbles 57 1
orphan 53 1
deck 32 1
fondness 33 1
relevant 149 1
remainder 38 1
reminding 54 1
repair 28 1
dreary 38 1
entitled 66 1
hated 181 1
slot 27 1
macbeth 54 1
rowan 41 1
daytime 35 1
meadows 40 1
exit 36 1
ratings 150 1
sentiments 32 1
tilly 47 1
snapshot 32 1
manga 47 1
steele 63 1
cab 51 1
cleaned 29 1
carrey 84 1
grandeur 46 1
heavenly 37 1
indepth 27 1
nolan 97 1
sweep 41 1
stoic 51 1
require 64 1
goldie 60 1
snappy 51 1
orange 58 1
recreating 31 1
selling 138 1
thelma 46 1
widmark 113 1
assembled 52 1
camaraderie 29 1
exploit 39 1
opponent 35 1
promote 56 1
skillful 30 1
yep 34 1
lincoln 148 1
everybodys 45 1
hannah 46 1
hitlers 55 1
gromit 88 1
operate 29 1
torment 45 1
election 77 1
geeky 28 1
virginity 28 1
dreaded 27 1
lunch 68 1
psychic 57 1
selfindulgent 28 1
smitten 33 1
switches 46 1
waterfront 44 1
await 31 1
uncover 32 1
egyptian 86 1
hisher 42 1
identities 49 1
itâs 40 1
transformation 118 1
effortlessly 57 1
freely 34 1
prone 43 1
shenanigans 36 1
sunshine 100 1
dope 30 1
eponymous 28 1
housewife 64 1
kinnear 82 1
nihilistic 31 1
preposterous 33 1
puzzled 38 1
realistically 73 1
whereabouts 28 1
zellweger 62 1
relive 38 1
cockney 32 1
assassination 88 1
jfk 32 1
questionable 73 1
miserably 30 1
sibling 37 1
boom 39 1
boots 60 1
homicidal 43 1
keanu 39 1
liberty 68 1
reeves 74 1
shelf 41 1
unintentional 30 1
windows 53 1
youngsters 58 1
wizard 84 1
conniving 28 1
flies 69 1
imagines 33 1
lauren 96 1
lurid 42 1
sirk 64 1
sleeps 50 1
slim 49 1
stack 61 1
diva 26 1
midler 44 1
examination 78 1
measured 34 1
melody 34 1
airing 37 1
marcel 38 1
toll 37 1
norman 149 1
broadcasting 33 1
collaborator 29 1
oppression 34 1
snowman 67 1
walker 157 1
bigbudget 31 1
owen 132 1
villagers 45 1
acceptance 97 1
appeals 55 1
candid 31 1
contend 27 1
exclusive 30 1
homosexuality 69 1
predictably 40 1
wandering 51 1
respectful 32 1
philip 188 1
confined 59 1
recollection 27 1
candle 51 1
funds 26 1
riveted 31 1
socks 36 1
shake 88 1
anxious 47 1
artificial 69 1
roth 38 1
trio 138 1
jeanpierre 31 1
profile 41 1
demonstration 30 1
hitler 179 1
updated 51 1
anonymous 29 1
haired 30 1
richness 32 1
texture 36 1
vocabulary 33 1
owning 42 1
awarded 40 1
heartwrenching 37 1
curiously 42 1
ernie 51 1
vertigo 56 1
underwear 38 1
coffin 29 1
choosing 59 1
loner 42 1
absurdity 62 1
conveyed 71 1
leap 50 1
coincidence 83 1
foreboding 47 1
ripping 45 1
bourne 163 1
blackandwhite 50 1
capacity 61 1
urges 29 1
babes 45 1
bullets 64 1
promoted 49 1
rerelease 32 1
sought 62 1
sue 72 1
gil 32 1
consciousness 47 1
gap 53 1
irving 38 1
literary 73 1
oriental 30 1
output 35 1
ustinov 76 1
gloria 91 1
brooding 80 1
obrien 43 1
othello 78 1
cigarette 60 1
crocodile 64 1
duties 36 1
playful 54 1
sentences 32 1
imprisoned 38 1
splendidly 30 1
interpretations 57 1
casted 29 1
asterix 70 1
breasts 71 1
exwife 52 1
comeback 56 1
marriages 45 1
persistent 31 1
replay 36 1
telephone 51 1
adopted 79 1
garner 61 1
lloyd 186 1
pacific 54 1
persuade 26 1
prejudices 46 1
sigourney 31 1
weaver 48 1
berry 34 1
bondage 49 1
closest 105 1
mutant 32 1
python 43 1
pbs 66 1
screenplays 32 1
cleaning 48 1
universally 37 1
homework 29 1
exquisitely 38 1
recalls 54 1
reunite 48 1
stray 27 1
blaxploitation 42 1
brick 39 1
cowrote 33 1
doll 110 1
egotistical 28 1
flees 35 1
fury 46 1
hammer 92 1
homicide 70 1
mercy 59 1
qualifies 39 1
rudy 52 1
smarmy 31 1
fulfillment 32 1
paint 86 1
dominic 47 1
gifted 107 1
hawn 48 1
unlikable 30 1
crashed 34 1
identified 49 1
madge 28 1
affectionate 29 1
legacy 78 1
richer 28 1
allan 39 1
ghostly 35 1
poe 33 1
pub 40 1
pictured 27 1
presenting 88 1
servants 51 1
deaf 53 1
expense 50 1
forgettable 55 1
friendships 53 1
itv 36 1
socially 52 1
letdown 35 1
splash 30 1
sting 32 1
declares 31 1
imaginations 27 1
justified 58 1
beginnings 40 1
tolerate 27 1
extremes 38 1
societys 37 1
hawks 58 1
pushes 81 1
uncertainty 40 1
natives 44 1
heyday 28 1
jewels 35 1
trappings 35 1
downey 68 1
barrier 29 1
lasts 51 1
snap 38 1
traffic 78 1
sly 59 1
cake 80 1
costuming 41 1
depardieu 68 1
desired 78 1
goodhearted 31 1
lowe 34 1
outlandish 38 1
shelter 43 1
confessions 29 1
cheek 73 1
villainous 57 1
kurosawa 52 1
awake 39 1
policemen 42 1
bike 48 1
cocaine 38 1
indifference 34 1
occurrence 31 1
racing 69 1
discipline 36 1
pig 62 1
lucas 137 1
deft 36 1
communism 50 1
disco 54 1
garfield 133 1
guise 29 1
literate 31 1
rod 56 1
sixty 29 1
sources 47 1
systems 41 1
fuss 36 1
gathered 37 1
feed 59 1
melting 49 1
reign 71 1
ultra 37 1
morse 47 1
stuart 89 1
supported 96 1
guided 35 1
israel 63 1
precision 36 1
quibble 45 1
recalled 28 1
unbearable 63 1
breast 28 1
jan 61 1
pulse 28 1
dish 42 1
grips 47 1
acknowledge 50 1
barriers 35 1
breezy 33 1
immense 67 1
gilbert 64 1
basics 28 1
olivier 67 1
topped 36 1
stare 43 1
conclude 37 1
culprit 26 1
coworker 33 1
flag 61 1
solitude 27 1
valentine 53 1
convinces 69 1
kidding 41 1
realises 48 1
april 117 1
civilians 36 1
communication 64 1
officials 61 1
resentment 32 1
crashing 47 1
bynes 50 1
shepherd 51 1
delve 39 1
reliable 54 1
safety 107 1
tunnel 48 1
applauded 32 1
burden 41 1
cap 33 1
guardian 47 1
masculine 37 1
rigid 37 1
threats 26 1
bunny 83 1
looney 59 1
volume 52 1
interrogation 49 1
reese 46 1
witherspoon 43 1
loop 27 1
dragons 36 1
overseas 40 1
granddaughter 32 1
helpful 61 1
joes 31 1
aims 28 1
argento 106 1
stalked 39 1
aristocratic 30 1
conan 54 1
disguised 55 1
imperial 37 1
innuendo 34 1
minimum 61 1
sarcasm 37 1
societies 36 1
garbage 132 1
fraud 36 1
marcus 55 1
weary 37 1
fright 42 1
strikingly 39 1
mundane 69 1
casual 98 1
historian 29 1
protection 52 1
yarn 42 1
mouths 33 1
polar 45 1
vienna 43 1
casino 53 1
connected 137 1
innate 26 1
nicholas 87 1
darling 43 1
vanity 49 1
ads 31 1
bullock 56 1
eggs 31 1
laying 30 1
spree 38 1
ham 44 1
matches 122 1
lastly 51 1
lean 45 1
barber 60 1
fairbanks 58 1
picturesque 33 1
flock 44 1
hottest 28 1
hype 66 1
qualify 32 1
infatuated 29 1
labyrinth 36 1
hayao 33 1
pose 30 1
conroy 53 1
pioneer 42 1
versa 35 1
smug 28 1
uniformly 70 1
iti 44 1
lukas 46 1
outdoor 40 1
masterfully 87 1
dwight 42 1
teller 30 1
endlessly 41 1
scheduled 31 1
gravity 35 1
ninja 97 1
evocative 47 1
distinction 48 1
kent 55 1
longest 59 1
melbourne 40 1
predecessors 39 1
rouge 66 1
scheming 48 1
supporters 40 1
transfer 93 1
assault 62 1
harp 42 1
spacey 67 1
mars 80 1
resolve 53 1
charlton 40 1
mitchum 80 1
til 32 1
surviving 97 1
postman 30 1
seamless 32 1
shakes 30 1
finney 51 1
refined 29 1
applies 48 1
depths 61 1
seed 35 1
cliffhanger 54 1
hugo 44 1
bust 39 1
culminates 29 1
pimp 35 1
stakes 39 1
strung 37 1
atkinson 32 1
washing 29 1
chock 30 1
afghanistan 71 1
aspirations 33 1
breathtakingly 27 1
completed 79 1
rebel 109 1
shield 31 1
betrayal 114 1
binoche 50 1
bravery 40 1
egypt 64 1
fiennes 62 1
arty 29 1
cliches 32 1
transforms 48 1
val 47 1
boxoffice 47 1
goat 40 1
minnie 45 1
bygone 26 1
consummate 32 1
creek 36 1
gimmick 36 1
celebrating 33 1
radiant 32 1
brigitte 36 1
data 35 1
lords 49 1
ala 40 1
acquired 61 1
architecture 42 1
documented 28 1
embarks 28 1
gibson 55 1
majestic 37 1
retelling 46 1
gossip 43 1
sacrifices 38 1
kermit 82 1
muppets 104 1
ambitions 48 1
cracked 31 1
evoke 37 1
geared 30 1
metropolis 42 1
stargate 78 1
beatty 72 1
contributions 35 1
sanity 53 1
hello 57 1
finishing 40 1
invite 46 1
jewelry 44 1
connors 40 1
lunatic 34 1
travelling 33 1
clarence 56 1
guru 29 1
distracting 77 1
kathleen 47 1
poitier 52 1
philadelphia 60 1
babies 66 1
dogma 36 1
denmark 28 1
catalyst 26 1
maureen 48 1
peck 68 1
bread 72 1
begs 35 1
daffy 79 1
kitty 123 1
darn 64 1
unbelievably 56 1
cannibalism 31 1
farmers 38 1
jarring 63 1
removed 80 1
sensation 53 1
karate 81 1
overtly 37 1
elmer 62 1
refugee 35 1
steel 97 1
stepmother 76 1
wanders 47 1
wraps 27 1
blames 32 1
conflicting 36 1
widower 40 1
fearing 31 1
vanished 28 1
caution 42 1
hilt 29 1
clock 41 1
sid 64 1
elm 43 1
participate 49 1
portuguese 61 1
rejection 40 1
goodlooking 41 1
management 37 1
russians 63 1
waits 41 1
bruno 170 1
neverending 29 1
oconnor 32 1
garnered 28 1
instances 44 1
bergen 39 1
bethany 30 1
abraham 65 1
stiff 82 1
grain 34 1
renders 30 1
goodbye 97 1
das 42 1
delves 36 1
pipe 30 1
checks 26 1
client 47 1
foggy 27 1
soup 65 1
evenings 34 1
bye 45 1
earliest 52 1
frantic 57 1
candidate 64 1
grumpy 29 1
messing 34 1
streak 55 1
chains 29 1
gruff 40 1
obscene 33 1
succeeding 28 1
typecast 30 1
arrangement 30 1
goers 33 1
choppy 30 1
inventor 30 1
mixes 64 1
nursing 30 1
superhero 94 1
bullies 40 1
constraints 34 1
handy 34 1
presume 26 1
subjected 41 1
yells 35 1
malkovich 66 1
scattered 31 1
vanilla 50 1
drums 33 1
refusal 28 1
pornographic 37 1
insecure 32 1
interplay 58 1
bothers 32 1
vet 37 1
aptly 36 1
commendable 44 1
crispin 45 1
disconcerting 28 1
exudes 35 1
protest 40 1
movieand 30 1
runtime 27 1
believability 52 1
clients 38 1
embarrassment 27 1
enforcement 30 1
accolades 27 1
nana 44 1
robbers 42 1
cartoonish 33 1
hopelessness 29 1
magnitude 30 1
paints 57 1
din 77 1
pole 50 1
impending 46 1
irresponsible 27 1
nut 40 1
undertones 27 1
bitterness 28 1
sufficient 36 1
dodge 51 1
rusty 79 1
herman 43 1
lecture 33 1
corey 57 1
destination 64 1
madly 38 1
sammo 57 1
twisting 26 1
beg 38 1
whoopi 56 1
devilish 27 1
garage 35 1
mechanic 33 1
witnessing 55 1
paired 36 1
copied 60 1
griffiths 47 1
slavery 38 1
engineer 57 1
services 50 1
emergency 30 1
evoked 27 1
honey 34 1
lure 30 1
reel 60 1
thumb 28 1
knocks 46 1
fried 32 1
creepiness 32 1
laurie 44 1
patrol 30 1
abstract 60 1
bin 46 1
greenstreet 41 1
linger 27 1
una 29 1
smallest 39 1
recordings 31 1
womanizing 29 1
hyde 83 1
astute 34 1
halfhour 32 1
intend 46 1
experimental 90 1
fleeting 32 1
handheld 50 1
terminator 43 1
compulsive 34 1
heavyweight 33 1
uninspired 28 1
considers 48 1
giants 52 1
hawk 52 1
tools 33 1
cliff 84 1
glee 34 1
shoulders 78 1
denis 54 1
invested 27 1
puns 43 1
judd 43 1
farscape 62 1
january 41 1
misadventures 28 1
oneill 45 1
participation 30 1
replacing 28 1
illogical 38 1
plants 43 1
doubtful 29 1
weekly 47 1
blob 85 1
befriended 27 1
coaster 35 1
roller 51 1
biological 45 1
doomed 107 1
impressively 34 1
bart 54 1
spiral 66 1
kahn 63 1
swimming 96 1
greats 48 1
carell 71 1
predictability 28 1
turmoil 64 1
spider 35 1
incidental 47 1
crawford 78 1
outbursts 29 1
idealistic 57 1
missions 53 1
tin 32 1
ethereal 30 1
exchanges 29 1
myths 30 1
outcast 50 1
skies 28 1
thematic 39 1
twentieth 40 1
americana 31 1
surrealistic 34 1
auto 43 1
interacting 31 1
invade 29 1
moods 37 1
intervention 31 1
accounts 52 1
aircraft 36 1
bombing 48 1
borderline 32 1
espionage 62 1
parrot 52 1
aboard 60 1
plotting 37 1
laboratory 33 1
fullest 28 1
masked 43 1
toes 33 1
shaun 37 1
understands 93 1
utilized 27 1
goldberg 68 1
graces 36 1
jagger 38 1
seaside 36 1
elvis 61 1
heartbreak 27 1
programs 65 1
eras 34 1
nutshell 30 1
custody 50 1
precocious 29 1
weirdness 31 1
brooke 44 1
nathan 71 1
enlists 32 1
dealers 45 1
harmony 44 1
swayze 53 1
heir 32 1
eyre 79 1
liz 64 1
cow 34 1
helplessness 27 1
stream 51 1
naughty 36 1
sickly 27 1
madeleine 37 1
piggy 32 1
throwback 28 1
chiller 36 1
snowy 47 1
superstar 43 1
economy 53 1
everyman 32 1
introspective 28 1
keatons 40 1
wesley 55 1
convoluted 68 1
ditto 26 1
hostage 41 1
emphasize 39 1
icing 26 1
strokes 30 1
tube 66 1
bush 67 1
freddy 88 1
oscarworthy 27 1
dom 31 1
offscreen 27 1
counter 56 1
malden 33 1
permanently 28 1
renewed 29 1
dale 43 1
miami 48 1
contestants 46 1
fugitive 34 1
treating 43 1
romero 38 1
trading 29 1
sopranos 88 1
joanna 68 1
featurelength 43 1
revived 30 1
tormented 63 1
ridden 28 1
simpson 37 1
commentator 27 1
managing 33 1
outset 37 1
reportedly 36 1
responds 49 1
unspoken 26 1
modesty 78 1
psychology 71 1
utah 29 1
annoy 28 1
longsuffering 28 1
preteen 30 1
contempt 34 1
havoc 46 1
blockbusters 47 1
liam 44 1
clone 33 1
disappearance 39 1
pets 38 1
pretend 81 1
ladys 26 1
planes 65 1
converted 32 1
consisting 26 1
dense 27 1
ira 53 1
gilmore 57 1
asia 47 1
crop 33 1
empathize 30 1
prank 29 1
eclipse 33 1
brass 42 1
ethnic 70 1
declared 31 1
ethics 28 1
bullied 26 1
spectators 30 1
thatll 33 1
cbs 68 1
dam 33 1
downward 32 1
restoration 44 1
extend 26 1
longs 33 1
connects 35 1
eagle 57 1
autumn 31 1
megan 35 1
anita 36 1
mcqueen 40 1
locke 51 1
anticipated 45 1
wrenching 55 1
suave 49 1
gertrude 34 1
eyecandy 29 1
blackmail 37 1
featurette 33 1
babe 67 1
arises 37 1
decline 61 1
healthy 62 1
landed 44 1
approval 31 1
tables 43 1
chaney 38 1
lon 36 1
avenue 46 1
optimism 45 1
publicity 51 1
origins 64 1
preserved 33 1
olympia 30 1
braveheart 64 1
sheep 44 1
pad 32 1
priscilla 50 1
peasant 33 1
bronson 53 1
funky 45 1
andrea 29 1
funding 32 1
lab 74 1
farewell 43 1
hallmark 40 1
predict 64 1
glowing 45 1
suchet 36 1
atomic 60 1
depictions 49 1
continuation 27 1
federal 39 1
freeze 31 1
income 29 1
pretends 42 1
ruining 30 1
canvas 39 1
insist 41 1
lena 78 1
crowds 49 1
garland 64 1
worries 34 1
apple 40 1
circumstance 33 1
custer 152 1
inconsistent 29 1
leno 59 1
attenborough 50 1
houses 97 1
formerly 28 1
astonished 31 1
penny 77 1
uptight 47 1
shirley 78 1
athletic 38 1
commands 33 1
fixed 46 1
kidnaps 35 1
hilary 49 1
naval 47 1
conquest 37 1
endured 28 1
shore 70 1
craziness 28 1
useless 51 1
consequently 45 1
fascism 27 1
progressive 34 1
fay 91 1
seal 26 1
listens 38 1
sht 28 1
exceeded 38 1
reject 32 1
gut 49 1
ranging 41 1
hungry 74 1
kilmer 43 1
originals 29 1
dubious 48 1
saddest 30 1
stretched 35 1
evolving 27 1
gabriel 55 1
gina 42 1
skateboarding 63 1
fade 53 1
impresses 31 1
robbins 79 1
que 37 1
tomei 45 1
atrocities 30 1
horn 58 1
entranced 30 1
guinness 53 1
zane 40 1
moms 33 1
operas 33 1
conductor 49 1
cowritten 28 1
nerds 33 1
questioned 38 1
scrooge 75 1
skull 29 1
believer 28 1
glow 27 1
magician 45 1
drivein 56 1
exuberant 34 1
itit 28 1
counterpoint 33 1
descends 26 1
polly 29 1
trips 37 1
pixar 54 1
gillian 54 1
spotlight 49 1
fluffy 27 1
unintentionally 45 1
contemplate 30 1
strips 27 1
bury 29 1
awkwardness 27 1
lovingly 55 1
elevated 26 1
elisha 38 1
feared 38 1
waltz 31 1
intends 34 1
psychopath 57 1
accompaniment 26 1
rendering 49 1
rounded 71 1
sucker 38 1
protective 34 1
searched 48 1
immature 43 1
implausible 64 1
residence 27 1
epitome 39 1
unsuspecting 42 1
weave 27 1
narratives 31 1
supermarket 30 1
blessing 29 1
forgets 44 1
rays 49 1
cathy 39 1
interwoven 30 1
behaviors 30 1
boxes 32 1
gena 44 1
rowlands 63 1
operations 28 1
barbarian 33 1
captive 43 1
forgetting 49 1
granger 70 1
mississippi 31 1
diminished 28 1
platoon 43 1
psychiatric 35 1
gere 64 1
differs 32 1
undertaker 48 1
worrying 34 1
mack 41 1
slept 30 1
infected 52 1
mildly 64 1
marketed 31 1
thankful 30 1
brazilian 54 1
investigator 41 1
motif 32 1
resourceful 29 1
sparks 58 1
apartheid 37 1
domain 34 1
seinfeld 42 1
bros 75 1
heartless 34 1
honeymoon 42 1
succession 30 1
culminating 33 1
perceive 36 1
peterson 45 1
labeled 34 1
developments 30 1
palance 62 1
pounding 27 1
descriptions 26 1
wells 98 1
addictive 29 1
jacob 52 1
differ 31 1
supports 49 1
assisted 35 1
marvin 42 1
robber 32 1
henson 44 1
hopelessly 43 1
welldeserved 28 1
representation 83 1
zany 49 1
savvy 29 1
signature 44 1
inappropriate 37 1
subgenre 46 1
interviewing 31 1
nichols 38 1
representing 43 1
sacrificed 27 1
stimulating 46 1
kingsley 39 1
brandon 30 1
hare 48 1
overweight 30 1
ramsey 51 1
unwanted 26 1
clyde 29 1
distorted 28 1
quirks 43 1
retirement 37 1
seats 48 1
waynes 46 1
leonardo 27 1
wherever 47 1
lately 94 1
phones 26 1
controls 47 1
fuel 35 1
layer 39 1
terrified 69 1
gloss 26 1
itd 37 1
corporations 31 1
coincidences 33 1
deceit 31 1
palm 38 1
transitions 39 1
produces 48 1
itthe 28 1
bitch 41 1
district 45 1
exposes 37 1
fighters 33 1
triumphant 28 1
successes 38 1
lucio 58 1
niven 57 1
perspectives 57 1
shootings 37 1
brotherhood 36 1
kidnapping 64 1
bubble 39 1
carson 54 1
shattered 39 1
firsttime 32 1
reid 37 1
dexter 56 1
eerily 29 1
nickname 31 1
patriarch 32 1
correctness 39 1
bachelor 37 1
smalltown 32 1
deceptively 27 1
valid 47 1
downside 44 1
filmic 26 1
rodriguez 40 1
starters 37 1
coarse 30 1
promoting 27 1
storyteller 36 1
fulcis 69 1
observes 35 1
corman 40 1
proportion 27 1
ellis 38 1
unclear 34 1
norma 49 1
passenger 37 1
aristocrat 32 1
teamed 47 1
phoenix 45 1
baltimore 30 1
dominant 29 1
idealism 38 1
passive 36 1
revolve 33 1
tempted 44 1
underbelly 26 1
decadent 27 1
fulfilled 36 1
unstable 37 1
eclectic 29 1
chew 27 1
tenacious 41 1
tennis 50 1
unstoppable 27 1
bloke 29 1
shattering 27 1
entertains 55 1
michel 49 1
emptiness 33 1
cedric 43 1
matching 30 1
entity 27 1
knowledgeable 26 1
grossly 28 1
dearly 34 1
haha 32 1
reiser 47 1
preceded 28 1
imitate 26 1
noting 38 1
sustain 36 1
complains 37 1
scheider 48 1
ranking 26 1
stabbed 34 1
haunts 27 1
kruger 30 1
monkees 87 1
confines 40 1
screw 32 1
mandatory 28 1
dove 55 1
files 33 1
sinks 31 1
dizzying 27 1
bumps 30 1
speechless 32 1
maiden 31 1
horrid 31 1
robbing 30 1
spans 26 1
aside 495 0
behind 1170 0
believe 2869 0
but 41921 0
can 10860 0
cant 4471 0
characteristic 37 0
despite 1238 0
experimental 78 0
film 35864 0
fly 231 0
found 2492 0
girl 2651 0
good 14339 0
hooks 35 0
how 9223 0
lands 96 0
leaving 441 0
lives 935 0
long 3195 0
makes 3599 0
man 4443 0
meets 448 0
monkey 164 0
not 32030 0
off 6562 0
plot 7955 0
sense 2495 0
series 2369 0
short 1669 0
shot 2189 0
slowmotion 48 0
some 16604 0
sort 1698 0
spaceship 62 0
sure 2766 0
teaches 55 0
telephone 52 0
tell 1894 0
that 69885 0
thats 4415 0
then 9184 0
think 7100 0
though 4023 0
use 1849 0
videos 146 0
who 18668 0
with 41450 0
work 3890 0
about 17747 0
act 1396 0
action 2977 0
actors 4931 0
all 23281 0
any 9112 0
bed 439 0
cannot 1153 0
cast 3204 0
character 6555 0
completely 2397 0
could 9054 0
couldnt 2104 0
dead 2001 0
disgust 83 0
does 5630 0
doesnt 5157 0
dont 10258 0
down 3765 0
end 5641 0
explain 576 0
face 1545 0
fill 284 0
find 3742 0
from 19529 0
further 529 0
get 10031 0
gibson 43 0
give 3651 0
gods 183 0
great 5124 0
had 11984 0
hamlet 87 0
hint 170 0
impossible 517 0
inability 73 0
incapable 68 0
instead 2868 0
isnt 3739 0
kind 3032 0
last 2645 0
least 3956 0
let 1851 0
lets 1195 0
lots 812 0
made 8473 0
managed 447 0
mark 534 0
means 726 0
mel 122 0
mother 1141 0
other 8602 0
part 3768 0
parts 1099 0
performance 1881 0
performances 1121 0
play 1905 0
played 2033 0
prince 117 0
production 1883 0
really 12293 0
relationship 660 0
rest 2051 0
right 3124 0
sake 326 0
sex 1954 0
sexual 636 0
shakespeare 183 0
since 2701 0
single 990 0
slightest 160 0
such 4953 0
take 3527 0
them 8276 0
there 17310 0
things 3673 0
thought 3582 0
throws 186 0
total 875 0
tried 1057 0
try 2031 0
two 6134 0
uncle 216 0
understand 1689 0
utter 384 0
ways 582 0
well 7817 0
what 15807 0
which 11188 0
whoever 246 0
why 6827 0
without 3172 0
would 13653 0
wrong 2227 0
again 3542 0
arnold 144 0
ashamed 252 0
away 2830 0
bad 14373 0
because 9670 0
big 3328 0
book 2562 0
books 477 0
convinced 189 0
described 249 0
did 6952 0
didnt 5465 0
done 2960 0
embarrass 39 0
entire 1668 0
even 15102 0
everyone 1946 0
excited 263 0
famous 529 0
fan 1860 0
filled 424 0
films 6947 0
first 8219 0
forbidden 65 0
fun 2034 0
gets 3354 0
got 3825 0
heaven 191 0
here 5457 0
hero 1012 0
hidden 238 0
home 1559 0
however 3417 0
king 668 0
know 6670 0
knows 845 0
literally 487 0
local 888 0
lot 3804 0
loved 676 0
make 9014 0
maybe 2808 0
mighty 78 0
more 13202 0
muscles 29 0
network 204 0
night 1959 0
note 588 0
noticed 270 0
obviously 1462 0
often 1236 0
once 2052 0
only 13300 0
openly 39 0
out 17407 0
people 9236 0
problems 843 0
put 2551 0
ready 325 0
reason 2951 0
rewritten 36 0
rotten 137 0
running 1122 0
said 2351 0
say 5862 0
scaring 28 0
schwarzenegger 40 0
screen 2190 0
shameless 79 0
should 5585 0
showed 395 0
simply 2185 0
someone 2758 0
something 5732 0
soon 976 0
standard 453 0
stephen 277 0
still 4385 0
story 9906 0
stunned 64 0
talents 249 0
ties 81 0
title 1609 0
tomatoes 84 0
tossed 81 0
used 1943 0
using 865 0
very 11497 0
want 4143 0
waste 2601 0
watching 5309 0
werent 628 0
when 13419 0
worked 638 0
yup 43 0
age 742 0
attractive 363 0
bachelor 48 0
bill 468 0
canyon 40 0
cars 279 0
characters 7600 0
claptrap 28 0
clint 86 0
connection 268 0
cool 1047 0
culture 340 0
desperate 310 0
desperately 184 0
directed 1070 0
dog 740 0
drawn 291 0
early 1273 0
eastwood 63 0
embarrassing 374 0
emotion 349 0
erotic 163 0
free 669 0
hes 3014 0
hollywood 1573 0
kay 76 0
laurel 139 0
life 4433 0
like 21884 0
line 1888 0
looks 2895 0
never 6590 0
obvious 1268 0
old 3844 0
ounce 47 0
pad 70 0
placed 175 0
playing 1504 0
predictable 1223 0
ridiculously 177 0
road 416 0
role 2408 0
sad 980 0
same 4087 0
saw 2861 0
scene 5672 0
scripted 134 0
see 10654 0
sexy 397 0
side 1054 0
spirits 94 0
sunset 38 0
swinging 46 0
terrible 2860 0
than 10086 0
took 1128 0
typical 662 0
ugh 111 0
william 418 0
wish 916 0
wishing 103 0
youth 189 0
after 7435 0
alien 597 0
attention 756 0
boring 2941 0
called 1453 0
cheers 38 0
compared 516 0
creature 446 0
ever 6438 0
fight 1151 0
filthy 56 0
forget 677 0
guy 3845 0
horror 3883 0
just 20903 0
later 1718 0
loose 318 0
main 2466 0
mild 135 0
most 7764 0
movie 48519 0
named 725 0
passed 203 0
rather 2753 0
scenes 5532 0
school 1649 0
script 3994 0
tongue 92 0
unreal 91 0
unrealistic 346 0
watch 7138 0
watched 2278 0
weekend 211 0
weeks 199 0
worse 2442 0
yard 75 0
acting 7906 0
alone 962 0
already 1462 0
been 10079 0
between 2718 0
blame 436 0
crap 1686 0
detail 261 0
directing 672 0
embarrassed 251 0
evening 167 0
far 3223 0
feel 2626 0
friends 1731 0
gaping 42 0
gonna 305 0
heres 349 0
hey 506 0
hours 1171 0
into 9057 0
job 1601 0
matter 1140 0
name 1782 0
necessary 250 0
need 1862 0
nothing 5809 0
ones 1087 0
outline 69 0
piece 1732 0
power 775 0
redeeming 557 0
reviews 851 0
site 245 0
special 2271 0
stand 641 0
superb 184 0
tied 145 0
users 67 0
void 50 0
will 7797 0
worst 4836 0
anything 3648 0
asleep 329 0
avoid 1232 0
blockbuster 205 0
boats 32 0
coke 54 0
contains 356 0
costs 364 0
covered 191 0
diary 31 0
discussing 63 0
documentaries 83 0
drink 188 0
excellent 738 0
expect 1182 0
falls 902 0
fell 415 0
itself 1617 0
latest 184 0
look 4452 0
love 4185 0
material 830 0
new 3389 0
over 5582 0
person 1616 0
providing 95 0
relevant 107 0
science 548 0
scientist 434 0
second 1725 0
shown 902 0
stopped 267 0
time 11834 0
vaguely 108 0
way 7630 0
worth 2171 0
actress 1076 0
agent 350 0
another 4428 0
anyone 2796 0
appeal 432 0
care 1659 0
career 887 0
cares 262 0
casting 565 0
director 4102 0
effort 993 0
julia 133 0
left 2259 0
minutes 4271 0
poorly 1206 0
potential 721 0
sat 418 0
sneak 82 0
surrounded 114 0
talented 512 0
teenagers 268 0
theater 840 0
travesty 132 0
wondering 438 0
written 1494 0
young 2529 0
bland 435 0
comments 768 0
dialogue 1925 0
expectation 56 0
fault 300 0
forced 790 0
forever 325 0
gave 1270 0
going 4579 0
half 2272 0
mainly 350 0
nonexistent 282 0
read 2057 0
recommend 1326 0
ruined 305 0
seeing 1950 0
sequences 700 0
six 325 0
spectacular 139 0
stated 117 0
suppose 568 0
twice 347 0
unique 296 0
went 1666 0
within 733 0
awful 3010 0
before 4193 0
believable 525 0
better 6654 0
boyfriend 408 0
bush 156 0
came 1588 0
cbs 39 0
contrived 346 0
csi 49 0
cut 1125 0
decent 1582 0
dialog 1089 0
dig 118 0
disaster 484 0
earthquake 46 0
etc 1273 0
expected 743 0
favor 329 0
flood 71 0
grade 478 0
mess 1029 0
minor 325 0
movies 8504 0
originally 219 0
please 1273 0
provided 196 0
reruns 56 0
semi 54 0
sequence 759 0
show 5719 0
showing 737 0
spoiler 502 0
stop 1175 0
storyline 907 0
supposed 2244 0
